CURIE,Identifier,Name,Equivalent Identifiers,Equivalent Name,Types,MicroKG_Name
NCBITaxon:2683645,NCBITaxon:2683645,unclassified Mycoplasma,NCBITaxon:2683645,unclassified Mycoplasma,"biolink:OrganismTaxon, biolink:NamedThing",unclassified Mycoplasma
NCBIGene:69467005,NCBIGene:69467005,GA693_RS10640,"NCBIGene:69467005, UniProtKB:A0A7H8VGD6","GA693_RS10640, A0A7H8VGD6_9GAMM Bacterioferritin-associated ferredoxin (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",GA693_RS10640
MESH:C056502,MESH:C056502,ribonuclease PH,"MESH:C056502, UMLS:C0073244","ribonuclease PH, ribonuclease PH","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",ribonuclease PH
CHEBI:194705,CHEBI:194705,3-(INDOL-3-YL) LACTATE,"CHEBI:194705, UNII:DJ9KH2U67F, PUBCHEM.COMPOUND:676157, DRUGBANK:DB07060, CAS:7417-65-4, HMDB:HMDB0000671, INCHIKEY:XGILAAMKEQUXLS-JTQLQIEISA-N","Dl-Indole-3-lactic-acid, INDOLE-3-LACTIC ACID, (S)-, (2S)-2-Hydroxy-3-(1H-indol-3-YL)propanoic acid, 3-(INDOL-3-YL) LACTATE, No label, Indolelactic acid, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",3-(INDOL-3-YL) LACTATE
NCBITaxon:437755,NCBITaxon:437755,Moryella,NCBITaxon:437755,Moryella,"biolink:OrganismTaxon, biolink:NamedThing",Moryella
UMLS:C0684287,UMLS:C0684287,aldehyde dehydrogenases,UMLS:C0684287,aldehyde dehydrogenases,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",aldehyde dehydrogenases
NCBITaxon:346222,NCBITaxon:346222,Acinetobacter sp. DSM 11652,NCBITaxon:346222,Acinetobacter sp. DSM 11652,"biolink:OrganismTaxon, biolink:NamedThing",Acinetobacter sp. DSM 11652
NCBIGene:56943405,,,,,,LA14_RS09150
PANTHER.FAMILY:PTHR14200:SF16,PANTHER.FAMILY:PTHR14200:SF16,"CYTOCHROME C OXIDASE SUBUNIT 5A, MITOCHONDRIAL",PANTHER.FAMILY:PTHR14200:SF16,"CYTOCHROME C OXIDASE SUBUNIT 5A, MITOCHONDRIAL","biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing","CYTOCHROME C OXIDASE SUBUNIT 5A, MITOCHONDRIAL"
NCBITaxon:1009420,NCBITaxon:1009420,Verrucomicrobia bacterium SCGC AAA164-O14,NCBITaxon:1009420,Verrucomicrobia bacterium SCGC AAA164-O14,"biolink:OrganismTaxon, biolink:NamedThing",Verrucomicrobia bacterium SCGC AAA164-O14
MESH:C022679,MESH:C022679,streptomycin 3''-kinase,"MESH:C022679, UMLS:C0075311","streptomycin 3''-kinase, streptomycin 3''-kinase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",streptomycin 3''-kinase
NCBITaxon:1485,NCBITaxon:1485,Clostridium,"NCBITaxon:1485, MESH:D003013, UMLS:C0009054","Clostridium, Clostridium, Clostridium","biolink:OrganismTaxon, biolink:NamedThing",Clostridium
RHEA:45572,RHEA:45572,[(1->4)-beta-D-mannuronosyl](n) = [alginate](n),"RHEA:45572, EC:5.1.3.37","[(1->4)-beta-D-mannuronosyl](n) = [alginate](n), ""mannuronan 5-epimerase""","biolink:MolecularActivity, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",[(1->4)-beta-D-mannuronosyl](n) = [alginate](n)
NCBIGene:71971088,NCBIGene:71971088,JR316_0004767,NCBIGene:71971088,JR316_0004767,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",JR316_0004767
NCBITaxon:2137,NCBITaxon:2137,Spiroplasma apis,"NCBITaxon:2137, MESH:C000639451, UMLS:C0995859","Spiroplasma apis, Spiroplasma apis, Spiroplasma apis","biolink:OrganismTaxon, biolink:NamedThing",Spiroplasma apis
NCBIGene:105219989,NCBIGene:105219989,Lpp_2,"NCBIGene:105219989, ENSEMBL:GeneID_105219989","Lpp_2, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",Lpp_2
NCBITaxon:67827,NCBITaxon:67827,Citrobacter werkmanii,"NCBITaxon:67827, MESH:C000650028, UMLS:C1026647","Citrobacter werkmanii, Citrobacter werkmanii, Citrobacter werkmanii","biolink:OrganismTaxon, biolink:NamedThing",Citrobacter werkmanii
PANTHER.FAMILY:PTHR22792:SF51,PANTHER.FAMILY:PTHR22792:SF51,LA-RELATED PROTEIN 1,PANTHER.FAMILY:PTHR22792:SF51,LA-RELATED PROTEIN 1,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",LA-RELATED PROTEIN 1
CHEBI:4047,CHEBI:4047,L-cysteinylglycine,"CHEBI:4047, UNII:384644SZ9T, PUBCHEM.COMPOUND:439498, CHEMBL.COMPOUND:CHEMBL371579, MESH:C028505, CAS:19246-18-5, HMDB:HMDB0000078, KEGG.COMPOUND:C01419, INCHIKEY:ZUKPVRWZDMRIEO-VKHMYHEASA-N","L-cysteinylglycine, CYSTEINYLGLYCINE, Cysteinylglycine, CHEMBL371579, cysteinylglycine, No label, Cysteinylglycine, Cys-Gly, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",L-cysteinylglycine
MESH:C521636,MESH:C521636,"SETD2 protein, human","MESH:C521636, UMLS:C1958958","SETD2 protein, human, Histone-Lysine N-Methyltransferase SETD2, Human","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent","SETD2 protein, human"
MESH:D005982,MESH:D005982,Glutathione Transferase,"MESH:D005982, UMLS:C0017837","Glutathione Transferase, Glutathione S-Transferase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Glutathione Transferase
CHEBI:142420,CHEBI:142420,2-aminooctanoate,"CHEBI:142420, PUBCHEM.COMPOUND:20849100, INCHIKEY:AKVBCGQVQXPRLD-UHFFFAOYSA-M","2-aminooctanoate, 2-Aminooctanoate, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",2-aminooctanoate
NCBITaxon:2637378,NCBITaxon:2637378,unclassified Selenomonas,NCBITaxon:2637378,unclassified Selenomonas,"biolink:OrganismTaxon, biolink:NamedThing",unclassified Selenomonas
PR:000023190,PR:000023190,spermidine export protein MdtJ,PR:000023190,spermidine export protein MdtJ,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",spermidine export protein MdtJ
CHEBI:16525,CHEBI:16525,Taurochenodeoxycholic acid,"CHEBI:16525, UNII:651KU15938, PUBCHEM.COMPOUND:387316, CHEMBL.COMPOUND:CHEMBL185878, DRUGBANK:DB08833, MESH:D013655, CAS:516-35-8, GTOPDB:4747, HMDB:HMDB0000951, KEGG.COMPOUND:C05465, INCHIKEY:BHTRKEVKTKCXOH-BJLOMENOSA-N, UMLS:C0039356","taurochenodeoxycholic acid, TAUROCHENODEOXYCHOLIC ACID, Taurochenodeoxycholic acid, TAUROCHENODEOXYCHOLATE, Taurochenodeoxycholic acid, Taurochenodeoxycholic Acid, No label, taurochenodeoxycholic acid, Taurochenodesoxycholic acid, No label, No label, Taurochenodeoxycholic Acid","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Taurochenodeoxycholic acid
CHEBI:76273,CHEBI:76273,dodecanedioate(2-),"CHEBI:76273, PUBCHEM.COMPOUND:6991984, INCHIKEY:TVIDDXQYHWJXFK-UHFFFAOYSA-L","dodecanedioate(2-), Dodecanedioate, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",dodecanedioate(2-)
NCBITaxon:2593542,NCBITaxon:2593542,unclassified Campylobacter,NCBITaxon:2593542,unclassified Campylobacter,"biolink:OrganismTaxon, biolink:NamedThing",unclassified Campylobacter
NCBIGene:104012502,NCBIGene:104012502,LOC104012502,NCBIGene:104012502,LOC104012502,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC104012502
NCBITaxon:346377,NCBITaxon:346377,Echinicola pacifica,"NCBITaxon:346377, MESH:C000650706, UMLS:C1652282","Echinicola pacifica, Echinicola pacifica, Echinicola pacifica","biolink:OrganismTaxon, biolink:NamedThing",Echinicola pacifica
NCBITaxon:592978,NCBITaxon:592978,Mediterraneibacter faecis,"NCBITaxon:592978, MESH:C000637998, UMLS:C2666685","Mediterraneibacter faecis, Ruminococcus faecis, Ruminococcus faecis","biolink:OrganismTaxon, biolink:NamedThing",Mediterraneibacter faecis
MESH:C019749,MESH:C019749,aspartate racemase,"MESH:C019749, UMLS:C0052530","aspartate racemase, aspartate racemase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",aspartate racemase
CHEBI:71201,CHEBI:71201,xanthurenate,"CHEBI:71201, PUBCHEM.COMPOUND:54684684, INCHIKEY:FBZONXHGGPHHIY-UHFFFAOYSA-M","xanthurenate, 4,8-Dihydroxyquinoline-2-carboxylate, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",xanthurenate
NCBITaxon:76594,NCBITaxon:76594,Cellulophaga baltica,"NCBITaxon:76594, MESH:C000651579, UMLS:C1032008","Cellulophaga baltica, Cellulophaga baltica, Cellulophaga baltica","biolink:OrganismTaxon, biolink:NamedThing",Cellulophaga baltica
UniProtKB:P16930,NCBIGene:2184,FAH,"NCBIGene:2184, ENSEMBL:ENSG00000103876, HGNC:3579, OMIM:613871, UMLS:C1414525, UniProtKB:A0A384P5L6, UniProtKB:P16930, PR:P16930, UMLS:C1681872","FAH, No label, FAH, No label, FAH gene, A0A384P5L6_HUMAN Fumarylacetoacetase (trembl), FAAA_HUMAN Fumarylacetoacetase (sprot), fumarylacetoacetase (human), FAH protein, human","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",FAAA_HUMAN Fumarylacetoacetase (sprot)
NCBIGene:23430842,NCBIGene:23430842,lolB,NCBIGene:23430842,lolB,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",lolB
MESH:C026135,MESH:C026135,glutaminyl-peptide glutaminase,"MESH:C026135, UMLS:C0061491","glutaminyl-peptide glutaminase, glutaminyl-peptide glutaminase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",glutaminyl-peptide glutaminase
NCBIGene:11638857,NCBIGene:11638857,shiA,"NCBIGene:11638857, UniProtKB:F0KK88","shiA, F0KK88_ACICP MFS transporter, MHS family, shikimate and dehydroshikimate transport protein (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",shiA
PANTHER.FAMILY:PTHR10755:SF0,PANTHER.FAMILY:PTHR10755:SF0,"OXYGEN-DEPENDENT COPROPORPHYRINOGEN-III OXIDASE, MITOCHONDRIAL",PANTHER.FAMILY:PTHR10755:SF0,"OXYGEN-DEPENDENT COPROPORPHYRINOGEN-III OXIDASE, MITOCHONDRIAL","biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing","OXYGEN-DEPENDENT COPROPORPHYRINOGEN-III OXIDASE, MITOCHONDRIAL"
NCBITaxon:476652,NCBITaxon:476652,Desulfosporosinus acididurans,"NCBITaxon:476652, MESH:C000651900, UMLS:C3900727","Desulfosporosinus acididurans, Desulfosporosinus acididurans, Desulfosporosinus acididurans","biolink:OrganismTaxon, biolink:NamedThing",Desulfosporosinus acididurans
NCBIGene:127224678,NCBIGene:127224678,LOC127224678,NCBIGene:127224678,LOC127224678,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC127224678
MONDO:0005178,MONDO:0005178,osteoarthritis,"MONDO:0005178, DOID:8398, UMLS:C0029408, UMLS:C0157946, MESH:D010003, MEDDRA:10031161, MEDDRA:10031167, MEDDRA:10031174, MEDDRA:10031186, MEDDRA:10031216, MEDDRA:10049491, NCIT:C3293, SNOMEDCT:225655006, SNOMEDCT:396275006, medgen:45244, ICD9:715.3, HP:0002758","osteoarthritis, osteoarthritis, Degenerative polyarthritis, Osteoarthrosis, localized, not specified whether primary or secondary, Osteoarthritis, No label, No label, No label, No label, No label, No label, Osteoarthritis, No label, No label, No label, No label, Osteoarthritis","biolink:Disease, biolink:DiseaseOrPhenotypicFeature, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",osteoarthritis
UMLS:C1295525,UMLS:C1295525,N-acetylgalactosamine-6-phosphate deacetylase,UMLS:C1295525,N-acetylgalactosamine-6-phosphate deacetylase,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",N-acetylgalactosamine-6-phosphate deacetylase
NCBIGene:30192769,NCBIGene:30192769,L198_03556,"NCBIGene:30192769, UniProtKB:A0A1E3JBU5","L198_03556, A0A1E3JBU5_9TREE Cytochrome c oxidase assembly protein subunit 11 (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",L198_03556
NCBIGene:27664547,NCBIGene:27664547,SPSK_02398,"NCBIGene:27664547, UniProtKB:A0A0F2MAL5","SPSK_02398, A0A0F2MAL5_SPOSC Nucleobase:cation symporter-1, NCS1 family (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",SPSK_02398
PANTHER.FAMILY:PTHR32122:SF1,PANTHER.FAMILY:PTHR32122:SF1,TATA BOX-BINDING PROTEIN-ASSOCIATED FACTOR RNA POLYMERASE I SUBUNIT A,PANTHER.FAMILY:PTHR32122:SF1,TATA BOX-BINDING PROTEIN-ASSOCIATED FACTOR RNA POLYMERASE I SUBUNIT A,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",TATA BOX-BINDING PROTEIN-ASSOCIATED FACTOR RNA POLYMERASE I SUBUNIT A
NCBITaxon:292800,NCBITaxon:292800,Flavonifractor plautii,"NCBITaxon:292800, MESH:C000630251, UMLS:C0317509","Flavonifractor plautii, Flavonifractor plautii, Flavonifractor plautii","biolink:OrganismTaxon, biolink:NamedThing",Flavonifractor plautii
NCBITaxon:1334011,NCBITaxon:1334011,unclassified Leptotrichiaceae,NCBITaxon:1334011,unclassified Leptotrichiaceae,"biolink:OrganismTaxon, biolink:NamedThing",unclassified Leptotrichiaceae
NCBIGene:125006373,NCBIGene:125006373,rnf150b,"NCBIGene:125006373, ENSEMBL:ENSMGCG00000012255","rnf150b, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",rnf150b
NCBITaxon:80854,NCBITaxon:80854,Moritella viscosa,NCBITaxon:80854,Moritella viscosa,"biolink:OrganismTaxon, biolink:NamedThing",Moritella viscosa
UMLS:C0349375,UMLS:C0349375,skim milk,UMLS:C0349375,skim milk,"biolink:Food, biolink:ChemicalMixture, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",skim milk
NCIT:C58188,NCIT:C58188,"Hypoxia, CTCAE","NCIT:C58188, UMLS:C1963140","Hypoxia, CTCAE, Hypoxia, CTCAE","biolink:PhenotypicFeature, biolink:DiseaseOrPhenotypicFeature, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing","Hypoxia, CTCAE"
PR:000022233,PR:000022233,biofilm regulator BssS,PR:000022233,biofilm regulator BssS,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",biofilm regulator BssS
UMLS:C0021167,UMLS:C0021167,Incontinence,"UMLS:C0021167, MEDDRA:10021639, MEDDRA:10048555, NCIT:C3429, SNOMEDCT:48340000","Incontinence, No label, No label, Incontinence, No label","biolink:Disease, biolink:DiseaseOrPhenotypicFeature, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",Incontinence
CHEBI:27266,CHEBI:27266,valine,"CHEBI:27266, UNII:4CA13A832H, PUBCHEM.COMPOUND:1182, CHEMBL.COMPOUND:CHEMBL11257, MESH:C036501, CAS:25609-85-2, CAS:516-06-3, HMDB:HMDB0250806, KEGG.COMPOUND:C16436, INCHIKEY:KZSNJWFQEVHDMF-UHFFFAOYSA-N","valine, VALINE, DL-, DL-Valine, CHEMBL11257, polyvaline, No label, No label, D-Valine, No label, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",valine
NCBIGene:56596593,,,,,,pilA
NCBIGene:20807665,NCBIGene:20807665,H257_05669,"NCBIGene:20807665, UniProtKB:W4GNZ1","H257_05669, W4GNZ1_APHAT Propionyl-CoA carboxylase alpha chain, mitochondrial (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",H257_05669
NCBIGene:72069789,NCBIGene:72069789,JDV02_007841,NCBIGene:72069789,JDV02_007841,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",JDV02_007841
NCBITaxon:1702221,NCBITaxon:1702221,Faecalibaculum rodentium,"NCBITaxon:1702221, MESH:C000649170, UMLS:C4167166","Faecalibaculum rodentium, Faecalibaculum rodentium, Faecalibaculum rodentium","biolink:OrganismTaxon, biolink:NamedThing",Faecalibaculum rodentium
NCBITaxon:838,NCBITaxon:838,Prevotella,"NCBITaxon:838, MESH:D018720, UMLS:C0242946","Prevotella, Prevotella, Prevotella","biolink:OrganismTaxon, biolink:NamedThing",Prevotella
NCBITaxon:755731,NCBITaxon:755731,Clostridium sp. BNL1100,NCBITaxon:755731,Clostridium sp. BNL1100,"biolink:OrganismTaxon, biolink:NamedThing",Clostridium sp. BNL1100
PR:000022599,PR:000022599,probable [Fe-S]-dependent transcriptional repressor FeoC,PR:000022599,probable [Fe-S]-dependent transcriptional repressor FeoC,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",probable [Fe-S]-dependent transcriptional repressor FeoC
MESH:D050545,MESH:D050545,Choline Dehydrogenase,"MESH:D050545, UMLS:C0055570","Choline Dehydrogenase, Choline dehydrogenase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Choline Dehydrogenase
CHEBI:48942,CHEBI:48942,isovalerate,"CHEBI:48942, PUBCHEM.COMPOUND:3587356, INCHIKEY:GWYFCOCPABKNJV-UHFFFAOYSA-M","isovalerate, Isovalerate, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",isovalerate
NCBITaxon:836,NCBITaxon:836,Porphyromonas,"NCBITaxon:836, MESH:D017861, UMLS:C0206347","Porphyromonas, Porphyromonas, Porphyromonas","biolink:OrganismTaxon, biolink:NamedThing",Porphyromonas
